HD_LastUpdate,HD_Notes,Interference,aant_rotation_deg,actual_erp,amsl,antenna_type,app_id,banner,base_callsign,bc_mode,bearing,callsign,city,class,class_flag,country,create_ts,digital_erp,distance,erp,erphpk,erpvpk,facility_id,field_strength,format,format2,format3,format_id,frequency,haat,hagl,hd2_format,hd2_slogan,hd3_format,hd3_slogan,hd4_format,hd4_slogan,index,language_id,last_update_ts,lat,level_0,lon,market,mlb,mode,nba,new_erp,new_format,nfl,nhl,npr,owner,pi_code,population,prl,ps_info,radiotext,range_flag,rank,receiver_hagl,relay,search_lat,search_location,search_lon,service_code,slogan,sp,status_date,strong_iboc,supertranslator,timeShare,uneven_polarization
,,"['WHCR-FM,Same Channel,51.57', 'WKNJ-FM,Same Channel,39.11', 'WKRB,Same Channel,42.96', 'WMSC,Same Channel,46.68', 'WNEQ,Same Channel,49.24', 'WVPH,Same Channel,46.14']",,0.5,91.0,NDIR,25076f91958c42420195a4c2406d069d,,WHPC,,87,WHPC,GARDEN CITY,A,4.0,USA,2025-03-17T11:39:07.995Z,0.05,21.71,0.5,0.5,0.5,47429,43.19,Variety,,,35.0,90.3,65.0,62.0,,,,,,,,,2025-03-17T00:00:00.000Z,40.7298333333,2437,73.5920833333,Nassau-Suffolk,,HD,,0.5,Variety,,,False,Nassau Community College,68AC,"2,564,000",,,,18.4246890834,20.0,10,,40.7128,"New York, NY",-74.006,FM,WHPC 90.3 FM,NY,2025-04-02T00:00:00.000Z,True,0.0,False,0.0
,,[],,6.0,429.0,NDIR,458999efe9bd4d759028c1b6063ebeb7,,WHTZ,,23,WHTZ,NEWARK,B,7.0,USA,2019-03-14T20:09:40.177Z,0.238,2.68,6.0,6.0,6.0,59953,102.03,Contemporary Hit Radio,,,44.0,100.3,415.0,413.0,,,,,,,,,1994-02-04T00:00:00.000Z,40.7484166667,2457,73.9856944444,New York,,HD,,6.0,Contemporary Hit Radio,,,False,iHeartMedia,692B,"16,662,000",,Z100 Artist & Title,Z100 Artist & Title,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,Z-100,NJ,1994-06-08T00:00:00.000Z,True,0.0,False,0.0
,,"['W264BT,Same Channel,40.22', 'WLEV,same-channel 5010,41.7']",,50.0,317.0,NDIR,22eb1f02b4694a9c9e44c1b6063ebeb7,,WHUD,,8,WHUD,PEEKSKILL,B,7.0,USA,2019-03-14T20:09:32.605Z,,43.62,50.0,50.0,50.0,54854,55.36,Adult Contemporary,,,40.0,100.7,152.0,110.0,,,,,,,,,1988-01-26T00:00:00.000Z,41.3384166667,2458,73.8942777778,Hudson Valley,,,,50.0,Adult Contemporary,,,False,"6 JOHNSON ROAD LICENSES, INC.",692F,"1,583,700",,Title & Artist on WHUD,Title & Artist on WHUD,16.0476845484,40.0,10,,40.7128,"New York, NY",-74.006,FM,HUDSON VALLEY'S MUSIC STATION,NY,1988-09-07T00:00:00.000Z,False,0.0,False,0.0
,"HD2 is the home of the Spanish-language New York Mets, and will override the Alternative format during games",[],,6.0,429.0,NDIR,dc41e14c318c4ce689a9c1b6063ebeb7,,WINS,,23,WINS-FM,NEW YORK,B,7.0,USA,2019-03-14T20:09:38.206Z,0.26,2.68,6.0,6.0,6.0,58579,102.03,News,,,20.0,92.3,415.0,413.0,Alternative,Alt 92.3,Oldies,True Oldies Channel,,,,,1994-02-04T00:00:00.000Z,40.7484166667,2502,73.9856944444,New York,,HD,,6.0,News,,,False,"Audacy License, LLC",6B2C,"16,662,000",,WINS 1010 NEWS,New York Headlines NOW!,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,,NY,1994-11-21T00:00:00.000Z,True,0.0,False,0.0
,NO HD ON THIS STATION,"['W232AL,Same Channel,68.11', 'WWSK,Same Channel,40.23']",,1.3,171.0,NDIR,7839ba96156049dd8a78c1b6063ebeb7,,WJLK,,188,WJLK-FM,ASBURY PARK,A,4.0,USA,2019-03-14T20:08:25.109Z,,33.7,1.3,1.3,1.3,14907,49.36,Hot AC,,,39.0,94.3,152.0,136.0,,,,,,,,,2011-06-15T00:00:00.000Z,40.2292777778,2551,74.0898611111,Monmouth-Ocean,,,,1.3,Hot AC,,,False,"Townsquare License, LLC",6D94,"1,107,200",,94.3 The Point,94.3 The Point,11.8694362018,52.0,10,,40.7128,"New York, NY",-74.006,FM,94.3 THE POINT,NJ,2011-07-01T00:00:00.000Z,False,0.0,False,0.0
,,[],,1.35,298.2,NDIR,2200613715534e46a1f1c1b6063ebeb7,,WKCR,,19,WKCR-FM,NEW YORK,B1,6.0,USA,2019-03-14T20:09:55.987Z,0.054,3.17,1.35,1.35,1.35,68270,94.07,Variety,,,35.0,89.9,284.0,283.0,Delayed HD1 simulcast (20 seconds),,,,,,,,2010-02-03T00:00:00.000Z,40.7562222222,2605,73.98625,New York,,HD,,1.35,Variety,,,False,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,6F55,"16,662,000",,WKCR-FM,,189.2744479495,1.0,10,,40.7128,"New York, NY",-74.006,FM,,NY,2011-05-31T00:00:00.000Z,True,0.0,False,0.0
,,"['W252CS,Same Channel,65.21', 'WMGQ,Same Channel,58.28']",,3.0,117.0,OTS,ea8e8110c7614e69b9dcc1b6063ebeb7,,WKJY,,95,WKJY,HEMPSTEAD,A,4.0,USA,2019-03-14T20:09:02.598Z,,20.84,3.0,3.0,3.0,38338,62.88,Adult Contemporary,,,40.0,98.3,100.0,103.0,,,,,,,,,1986-08-14T00:00:00.000Z,40.6856388889,2637,73.6098333333,Nassau-Suffolk,,,,3.0,Adult Contemporary,,,False,"CONNOISSEUR MEDIA LICENSES, LLC",A712,"2,564,000",,Title & Artist,Title & Artist,19.1938579655,20.0,10,,40.7128,"New York, NY",-74.006,FM,98.3 K-JOY,NY,1987-11-25T00:00:00.000Z,False,0.0,False,0.0
,,"['W292FV,Same Channel,36.05', 'WHCY,same-channel 5010,36.16', 'WYMK,Same Channel,44.85']",,1.1,181.4,NDIR,f03daeaa4b014f42bd00c1b6063ebeb7,,WKMK,,187,WKMK,EATONTOWN,A,4.0,USA,2019-03-14T20:10:05.981Z,,30.28,1.1,1.1,1.1,72324,53.82,Country,,,13.0,106.3,161.0,155.4,,,,,,,,,2006-05-24T00:00:00.000Z,40.2781666667,2649,74.0804166667,Monmouth-Ocean,,,,1.1,Country,,,False,"PRESS COMMUNICATIONS, L.L.C.",A752,"1,107,200",,,,13.2100396301,52.0,10,,40.7128,"New York, NY",-74.006,FM,THUNDER 106,NJ,2006-07-24T00:00:00.000Z,False,0.0,False,0.0
,,"['WHCR-FM,Same Channel,51.57', 'WHPC,Same Channel,43.19', 'WKNJ-FM,Same Channel,39.11', 'WMSC,Same Channel,46.68', 'WNEQ,Same Channel,49.24', 'WVPH,Same Channel,46.14']",,0.01,43.0,NDIR,56677f759b3e4c07b0c4c1b6063ebeb7,,WKRB,,158,WKRB,BROOKLYN,D,2.5,USA,2019-03-14T20:08:55.066Z,,10.13,0.01,0.01,0.01,34902,42.96,Dance,,,135.0,90.3,40.7,40.6,,,,,,,,,2006-04-24T00:00:00.000Z,40.57675,2667,73.934,New York,,,,0.01,Dance,,,False,KINGSBOROUGH COMMUNITY COLLEGE,,"16,662,000",,,,24.6791707799,1.0,10,,40.7128,"New York, NY",-74.006,FM,,NY,2006-06-13T00:00:00.000Z,False,0.0,False,0.0
,,[],,6.0,429.0,NDIR,4f82e12ae8014f1b8783c1b6063ebeb7,,WKTU,,23,WKTU,LAKE SUCCESS,B,7.0,USA,2019-03-14T20:08:04.203Z,0.238,2.68,6.0,6.0,6.0,6595,102.03,Hot AC,,,39.0,103.5,415.0,413.0,LGBTQ Top 40/Dance,Pride Radio,,,,,,,2003-06-04T00:00:00.000Z,40.7484444444,2685,73.9856944444,New York,,HD,,6.0,Hot AC,,,False,iHeartMedia,1112,"16,662,000",,103.5 KTU Title & Artist,103.5 KTU Title & Artist,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,,NY,2003-11-05T00:00:00.000Z,True,0.0,False,0.0
,HD2 may be turned off intermittently,[],,15.5,311.3,NDIR,c298aeb84f1245df84a8c1b6063ebeb7,,WKXW,,230,WKXW,TRENTON,B,7.0,USA,2019-03-14T20:09:27.549Z,0.617,46.46,15.5,15.5,15.5,53458,60.95,Talk,,,32.0,101.5,275.0,293.0,Oldies,Beach Radio,South Asian,Radio Zindagi,,,,,2007-09-26T00:00:00.000Z,40.2828888889,2706,74.686,Trenton,,HD,,15.5,Talk,,,False,"Townsquare License, LLC",717C,"331,600",,NJ 101.5,Follow us on FACEBOOK,15.0667240637,149.0,10,,40.7128,"New York, NY",-74.006,FM,NEW JERSEY 101.5,NJ,2007-12-06T00:00:00.000Z,True,0.0,False,0.0
,,[],,6.0,429.0,NDIR,0c69e9e724254fdc846bc1b6063ebeb7,,WLTW,,23,WLTW,NEW YORK,B,7.0,USA,2019-03-14T20:09:35.112Z,0.239,2.68,6.0,6.0,6.0,56571,102.03,Adult Contemporary,,,40.0,106.7,415.0,413.0,Show Tunes,iHeartRadio Broadway,,,,,,,1994-02-03T00:00:00.000Z,40.7484166667,2784,73.9856944444,New York,,HD,,6.0,Adult Contemporary,,,False,iHeartMedia,73B8,"16,662,000",,Lite-FM Title & Artist, 106.7 LITE FM New York's Best Variety,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,106.7 LITE FM,NY,1994-06-28T00:00:00.000Z,True,0.0,False,0.0
,,"['W252CS,Same Channel,65.21', 'WKJY,Same Channel,62.88']",,1.2,185.4,NDIR,9fb47b197cd04895b49dc1b6063ebeb7,,WMGQ,,238,WMGQ,NEW BRUNSWICK,A,4.0,USA,2019-03-14T20:09:32.605Z,,30.26,1.2,1.2,1.2,55179,58.28,Adult Contemporary,,,40.0,98.3,158.0,150.0,,,,,,,,,2010-12-06T00:00:00.000Z,40.4770555556,2826,74.4921111111,Middlesex-Somerset-Union,,,,1.2,Adult Contemporary,,,False,"BEASLEY MEDIA GROUP LICENSES, LLC",7504,"1,536,000",,WMGQFM,-,13.2187706543,42.0,10,,40.7128,"New York, NY",-74.006,FM,MAGIC 98.3,NJ,2010-12-14T00:00:00.000Z,False,0.0,False,0.0
,,"['WHCR-FM,Same Channel,51.57', 'WHPC,Same Channel,43.19', 'WKNJ-FM,Same Channel,39.11', 'WKRB,Same Channel,42.96', 'WNEQ,Same Channel,49.24', 'WVPH,Same Channel,46.14']",,0.001,272.0,NDIR,8e45abd4798d4dc99f81c1b6063ebeb7,,WMSC,,316,WMSC,UPPER MONTCLAIR,D,2.5,USA,2019-03-14T20:09:11.422Z,,14.62,0.001,0.001,0.001,43579,46.68,Variety,,,35.0,90.3,205.0,152.0,,,,,,,,,1998-02-09T00:00:00.000Z,40.8648333333,2873,74.2004166667,New York,,,,0.001,Variety,,,False,MONTCLAIR STATE UNIVERSITY,,"16,662,000",,,,17.0998632011,1.0,10,,40.7128,"New York, NY",-74.006,FM,90.3 WMSC,NJ,1999-08-10T06:00:00.000Z,False,0.0,False,0.0
,,"['WHCR-FM,Same Channel,51.57', 'WHPC,Same Channel,43.19', 'WKNJ-FM,Same Channel,39.11', 'WKRB,Same Channel,42.96', 'WMSC,Same Channel,46.68', 'WVPH,Same Channel,46.14']",,0.06,434.0,DRL,b54da579ed1140b89aadc1b6063ebeb7,,WNEQ,,312,WNEQ,TAYLORTOWN,A,4.0,USA,2019-03-14T20:13:42.259Z,,31.79,0.0172634976,0.06,0.06,175731,49.24,Religious Teaching,,,362.0,90.3,174.0,72.0,,,,,,,,,2013-09-12T00:00:00.000Z,41.0167777778,2917,74.4626666667,Morristown,,,,0.06,Religious Teaching,,,False,"REDEEMER BROADCASTING, INC.",,"448,600",,,,12.5825731362,123.0,10,WFSO 88.3,40.7128,"New York, NY",-74.006,FM,,NJ,2013-09-17T00:00:00.000Z,False,0.0,False,0.0
,,[],,6.0,429.0,NDIR,9dc7153f28f8489cba9bc1b6063ebeb7,,WNEW,,23,WNEW-FM,NEW YORK,B,7.0,USA,2019-03-14T20:08:43.624Z,0.287,2.68,6.0,6.0,6.0,25442,102.03,Adult Contemporary,,,40.0,102.7,415.0,413.0,LGBTQ Talk/EDM,Channel Q,Jewish Talk,Talkline Network,,,,,1994-02-04T00:00:00.000Z,40.7484166667,2918,73.9856944444,New York,,HD,,6.0,Adult Contemporary,,,False,"Audacy License, LLC",777A,"16,662,000",,Title & Artist,Title & Artist,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,NEW 102.7,NY,1994-11-21T00:00:00.000Z,True,0.0,False,0.0
,,"['W240CY,Same Channel,38.12', 'W240DF,Same Channel,43.27', 'WFOX,Same Channel,45.38', 'WRAT,Same Channel,38.37', 'WZYE-LP,Same Channel,57.37']",,0.048,92.0,NDIR,25076f9182657adb01827ec5e56909b4,,WNJI-LP,,287,WNJI-LP,MAPLEWOOD,LP100,2.5,USA,2022-08-08T14:44:34.740Z,,11.81,0.048,0.048,0.048,197099,58.03,Religious Teaching,,,362.0,95.9,39.0,41.0,,,,,,,,,2022-08-08T00:00:00.000Z,40.7613333333,2933,74.22225,New York,,,,0.048,Religious Teaching,,,False,GOSPEL LIGHT PRAYER CHURCH INC,77EE,"16,662,000",,,,21.1685012701,1.0,10,,40.7128,"New York, NY",-74.006,FL,,NJ,2022-08-15T00:00:00.000Z,False,0.0,True,0.0
,,"['WMGM,Same Channel,28.95', 'WKTU,IBOC,102.03', 'WKTU,adjacent,102.03', 'WVBN,adjacent,70.34']",,2.3,514.0,NDIR,85ec5ad0158a45d683f4c1b6063ebeb7,,WNNJ,,310,WNNJ,NEWTON,B1,6.0,USA,2019-03-14T20:08:43.624Z,,51.49,2.3,2.3,2.3,25413,42.78,Classic Rock,,,8.0,103.7,272.0,57.0,,,,,,,,,2002-06-11T00:00:00.000Z,41.18675,2951,74.7673611111,Sussex,,,,2.3,Classic Rock,,,False,iHeartMedia,7857,"128,700",,WNNJ Artist/Title, WNNJ-FM THE TRI STATE'S CLASSIC ROCK STATION,11.6527481064,233.0,10,,40.7128,"New York, NY",-74.006,FM,THE TRI-STATE'S ROCK STATION,NJ,2002-08-16T00:00:00.000Z,False,0.0,False,0.0
,,[],,5.2,429.0,NDIR,6826a8328c61466e9743c1b6063ebeb7,,WNYC,,23,WNYC-FM,NEW YORK,B,7.0,USA,2019-03-14T20:10:07.938Z,0.315,2.68,5.2,5.2,5.2,73355,101.41,News/Talk,Talk,,21.0,93.9,415.0,413.0,Classical New York 105.9 WQXR,,,,,,,,2011-08-15T00:00:00.000Z,40.7484444444,2975,73.9856944444,New York,,HD,,5.2,News,,,True,New York Public Radio,796E,"16,662,000",,New York Public Radio 93.9 WNYC wnyc.org,New York Public Radio 93.9 WNYC wnyc.org,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,,NY,2011-08-29T00:00:00.000Z,True,0.0,False,0.0
,,[],,2.0,297.0,NDIR,0cfc5348ac1b4e7ea2c1c1b6063ebeb7,,WNYE,,19,WNYE,NEW YORK,B1,6.0,USA,2019-03-14T20:07:49.094Z,,3.17,2.0,2.0,2.0,3539,95.78,Adult Alternative,,,38.0,91.5,281.0,282.0,,,,,,,,,2009-02-05T00:00:00.000Z,40.7562222222,2976,73.98625,New York,,,,2.0,Adult Alternative,,,True,NEW YORK CITY DEPT. OF INFO TECHNOLOGY & TELECOMMUNICATIONS,7970,"16,662,000",,,WNYE,189.2744479495,1.0,10,,40.7128,"New York, NY",-74.006,FM,RADIO NEW YORK,NY,2009-04-27T00:00:00.000Z,False,0.0,False,0.0
,,"['WFDU,Same Channel,74.25', 'WNYU-FM,Same Channel,74.0']",,0.005,105.0,NDIR,e1d4c2b7c5834c3ba760c1b6063ebeb7,,WNYU,,24,WNYU-FM1,NEW YORK,D,2.5,USA,2019-03-14T20:11:09.590Z,,1.08,0.005,0.005,0.005,133733,79.29,Variety,,,35.0,89.1,,94.0,,,,,,,,,2004-09-09T00:00:00.000Z,40.7270277778,2981,73.9976388889,New York,,,,0.005,Variety,,,False,NEW YORK UNIVERSITY,,"16,662,000",,,,231.4814814815,1.0,10,"WNYU-FM 89,1",40.7128,"New York, NY",-74.006,FB,,NY,2004-10-21T00:00:00.000Z,False,0.0,False,0.0
,,[],10.0,3.0,213.0,DIR,25076ff37f8fa68f017f983fcfa20749,,WNYZ-LD,,54,WNYZ-LD,NEW YORK,,2.5,USA,2022-03-17T10:19:52.787Z,,4.04,3.0,0.0,0.0,56043,95.43,Variety,,,35.0,87.7,,208.1,,,,,,,,,2022-03-17T00:00:00.000Z,40.7473055556,2982,73.94375,,,,,3.0,Variety,,,False,"Sound of Long Island, Inc.",7985,,,WNYZ 87.7 FM VOICE OF NY RADIO KOREA,VOICE OF NY RADIO KOREA ON CH6 WNYZ-LD TV,61.8811881188,,10,,40.7128,"New York, NY",-74.006,LPD,RADIO KOREA,NY,2022-03-22T00:00:00.000Z,False,0.0,False,0.0
,,[],,4.8,429.0,NDIR,25076f9182a8b45a0182c625c84d091a,,WPAT,,23,WPAT-FM,PATERSON,B,7.0,USA,2022-08-22T11:22:20.893Z,,2.67,4.8,4.8,4.8,51663,101.06,Romantica,,,158.0,93.1,415.0,413.0,Regional Mexican,La Privada,,,,,,,2023-03-28T00:00:00.000Z,40.7483333333,3042,73.9858333333,New York,,HD,,4.8,Romantica,,,False,"WPAT LICENSING, INC.",7C57,"16,662,000",,AMOR Artist Amor 93.1,Artist/Title Amor 93.1,262.1722846442,1.0,10,,40.7128,"New York, NY",-74.006,FM,AMOR 93.1,NJ,2023-03-29T00:00:00.000Z,False,0.0,False,0.0
,,"['WSOU,Same Channel,79.06']",0.0,10.0,253.0,DRL,f63a1f9a685049f9b74cc1b6063ebeb7,,WPKN,,47,WPKN,BRIDGEPORT,B,7.0,USA,2019-03-14T20:10:07.938Z,,57.99,2.7615025,10.0,10.0,73886,41.57,Variety,,,35.0,89.5,169.0,91.0,,,,,,,,,2006-02-01T00:00:00.000Z,41.2789722222,3074,73.1851111111,Metro Fairfield County,,,,10.0,Variety,,,False,"WPKN, INC.",7D55,"753,100",,WPKN,The Greatest Radio Station in the World,12.0710467322,74.0,10,,40.7128,"New York, NY",-74.006,FM,WPKN 89.5,CT,2006-03-29T00:00:00.000Z,False,0.0,False,0.0
,,[],,6.7,422.0,NDIR,75dec775bf874dc2b6cbc1b6063ebeb7,,WPLJ,,23,WPLJ,NEW YORK,B,7.0,USA,2019-03-14T20:10:07.938Z,,2.68,6.7,6.7,6.7,73887,102.51,Contemporary Christian,,,12.0,95.5,408.0,407.0,Christian Worship,Air1,Christian Contemporary,The Bridge,Spanish Christian,Radio Nueva Vida,,,2019-02-22T00:00:00.000Z,40.7484444444,3078,73.9856944444,New York,,HD,,6.7,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,7D6B,"16,662,000",,K-LOVE,Song/Artist KLOVE,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,K-LOVE,NY,2019-06-12T00:00:00.000Z,False,0.0,False,0.0
,,"['W276AQ,adjacent,69.81', 'WKTU,IBOC,102.03', 'WKTU,adjacent,102.03']",,14.0,257.0,NDIR,0d58d1124b05446ab0a0c1b6063ebeb7,,WPRB,,230,WPRB,PRINCETON,B,7.0,USA,2019-03-14T20:09:27.549Z,0.55,46.46,14.0,14.0,14.0,53567,54.38,Variety,,,35.0,103.3,222.0,238.4,South Asian,Radio Mirchi,Oldies,95.1 WOLD,,,,,2007-02-21T00:00:00.000Z,40.2828888889,3095,74.686,Trenton,,HD,,14.0,Variety,,,False,"PRINCETON BROADCASTING SERVICE, INC.",7DFF,"331,600",,WPRB,,15.0667240637,149.0,10,,40.7128,"New York, NY",-74.006,FM,STEREO 103.3,NJ,2007-03-16T00:00:00.000Z,True,0.0,False,0.0
,,"['WRHU,Same Channel,46.47', 'WRSU-FM,Same Channel,44.42', 'WSIA,adjacent,61.86']",,0.2,211.0,OTS,9d28731b25d3488b8a38c1b6063ebeb7,,WPSC,,324,WPSC-FM,WAYNE,A,4.0,USA,2019-03-14T20:10:05.981Z,,24.27,0.2,0.2,0.2,72703,44.11,Variety,,,35.0,88.7,79.0,87.0,,,,,,,,,1988-12-16T00:00:00.000Z,40.9962222222,3101,74.2804166667,New York,,,,0.2,Variety,,,False,William Paterson University of New Jersey,,"16,662,000",,,,16.4812525752,1.0,10,,40.7128,"New York, NY",-74.006,FM,WPSC BRAVE NEW RADIO,NJ,1994-04-06T00:00:00.000Z,False,0.0,False,0.0
,HD TURNED OFF,"['W232AL,adjacent,68.11', 'WXBK,IBOC,97.31', 'WXBK,adjacent,97.31']",0.0,50.0,180.0,DRL,25076ff37fc69a77017ff737e5c00c1e,,WPST,,231,WPST,TRENTON,B,7.0,USA,2022-04-04T20:55:09.946Z,,57.1,32.4576245,50.0,48.0,25013,47.9,Contemporary Hit Radio,,,44.0,94.5,150.0,146.0,,,,,,,,,2022-08-31T00:00:00.000Z,40.1893888889,3102,74.8465555556,Trenton,,,,50.0,Contemporary Hit Radio,,,False,"Townsquare License, LLC",7E2B,"331,600",,artist/title on 94.5 PST - wpst.com,Your #1 Hit Music Station 94.5 PST ,12.2591943958,149.0,10,,40.7128,"New York, NY",-74.006,FM,94.5 PST NUMBER 1 FOR VARIETY,NJ,2022-09-13T00:00:00.000Z,False,0.0,False,0.0
,,"['WDHA-FM,Same Channel,57.53', 'WDMB-LP,Same Channel,47.39']",,0.019,88.0,NDIR,5609bc991496481cbf2ac1b6063ebeb7,,WQEQ-LP,,80,WQEQ-LP,FLUSHING,LP100,2.5,USA,2019-03-14T20:14:07.466Z,,14.48,0.019,0.019,0.019,197021,47.39,Ethnic,,,317.0,105.5,69.0,40.0,,,,,,,,,2017-11-06T00:00:00.000Z,40.7477222222,3135,73.7333055556,New York,,,,0.019,Ethnic,,,False,THE GLOBAL SERVICE CENTER FOR QUITTING CHINESE COMMUNIST PAR,,"16,662,000",,,,17.2651933702,1.0,10,,40.7128,"New York, NY",-74.006,FL,,NY,2018-04-17T00:00:00.000Z,False,0.0,True,0.0
,,[],,6.7,422.0,NDIR,f152f772bc7c4998ab55c1b6063ebeb7,,WQHT,,23,WQHT,NEW YORK,B,7.0,USA,2019-03-14T20:08:32.256Z,,2.68,6.7,6.7,6.7,19615,102.51,Rhythmic CHR,,,67.0,97.1,408.0,407.0,Regional Mexican,La Buena 97.1 HD2,Caribbean music,Irie Jam Radio,,,,,2005-02-15T00:00:00.000Z,40.7484444444,3147,73.9856944444,New York,,HD,,6.7,Rhythmic CHR,,,False,Mediaco WQHT License LLC,7FB1,"16,662,000",,HOT 97, Artist/Title,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,HOT 97,NY,2005-06-15T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.61,430.0,NDIR,0a0f05c208a9414da014c1b6063ebeb7,,WQXR,,23,WQXR-FM,NEWARK,B1,6.0,USA,2019-03-14T20:09:13.844Z,0.043,2.68,0.61,0.61,0.61,46978,92.1,Classical,,,9.0,105.9,416.0,415.0,Contemporary Classical,New Sounds,,,,,,,2009-10-09T00:00:00.000Z,40.7484444444,3185,73.9856944444,New York,,HD,,0.61,Classical,,,True,New York Public Radio,814F,"16,662,000",,WQXR 105.9 New York's Classical Station,WQXR 105.9 New York's Classical Station,223.8805970149,1.0,10,,40.7128,"New York, NY",-74.006,FM,,NJ,2009-10-19T00:00:00.000Z,True,0.0,False,0.0
,,"['WPSC-FM,Same Channel,44.11', 'WRSU-FM,Same Channel,44.42', 'WSIA,adjacent,61.86']",,0.47,78.0,NDIR,7923d9fbb5804521aea1c1b6063ebeb7,,WRHU,,89,WRHU,HEMPSTEAD,A,4.0,USA,2019-03-14T20:08:46.612Z,,21.11,0.47,0.47,0.47,27443,46.47,Variety,,,35.0,88.7,55.0,55.0,,,,,,,,,1988-10-11T00:00:00.000Z,40.7175833333,3227,73.6028888889,Nassau-Suffolk,,,,0.47,Variety,,Islanders,False,HOFSTRA UNIVERSITY,,"2,564,000",,,,18.9483657035,20.0,10,,40.7128,"New York, NY",-74.006,FM,,NY,1989-01-25T00:00:00.000Z,False,0.0,False,0.0
,,"['WPSC-FM,Same Channel,44.11', 'WRHU,Same Channel,46.47', 'WSIA,adjacent,61.86']",,1.35,62.0,OTS,311ebdaa07c64d2295c6c1b6063ebeb7,,WRSU,,233,WRSU-FM,NEW BRUNSWICK,A,4.0,USA,2019-03-14T20:07:53.736Z,,28.29,1.35,1.35,1.35,4277,44.42,Adult Alternative,,,38.0,88.7,38.0,30.0,,,,,,,,,1900-01-01T00:00:00.000Z,40.46675,3290,74.4370833333,Middlesex-Somerset-Union,,,,1.35,Adult Alternative,,,False,BOARD OF GOVERNORS OF RUTGERS,8374,"1,536,000",,,,14.1392718275,42.0,10,,40.7128,"New York, NY",-74.006,FM,THE VOICE OF RUTGERS,NJ,1974-04-22T00:00:00.000Z,False,0.0,False,0.0
,,"['WFMU,Same Channel,78.58']",,20.0,278.3,DRL,52671f512d1a473d804fc1b6063ebeb7,,WSHU,,47,WSHU-FM,FAIRFIELD,B,7.0,USA,2019-03-14T20:09:38.206Z,,57.99,2.4458018,20.0,20.0,58515,41.54,News,,,20.0,91.1,194.6,119.8,Public Radio,WSHU Public Radio *NPR*,Classical,Classical 24,,,,,2013-11-25T00:00:00.000Z,41.2789722222,3353,73.1851111111,Metro Fairfield County,,HD,,20.0,News,,,True,"SACRED HEART UNIVERSITY, INC.",84FA,"753,100",,WSHU-FM-HD1 All Things Considered,All Things Considered WSHU-FM-HD1,12.0710467322,74.0,10,,40.7128,"New York, NY",-74.006,FM,,CT,2013-12-11T00:00:00.000Z,False,0.0,False,0.0
,,"['WFDU,IBOC,74.25', 'WFDU,adjacent,74.25', 'WNYU-FM,adjacent,74.0', 'WNYU-FM1,adjacent,79.29']",,0.011,198.0,OTS,4bb01230470b417ca7a0c1b6063ebeb7,,WSIA,,216,WSIA,STATEN ISLAND,D,2.5,USA,2019-03-14T20:09:51.098Z,,9.78,0.011,0.011,0.011,65557,61.86,Variety,,,35.0,88.9,192.0,84.0,,,,,,,,,1981-09-09T00:00:00.000Z,40.5975833333,3354,74.1143055556,New York,,,,0.011,Variety,,,False,THE COLLEGE OF STATEN ISLAND,8500,"16,662,000",,WSIA,-,25.5623721881,1.0,10,,40.7128,"New York, NY",-74.006,FM,STATEN ISLAND'S ONLY FM,NY,1982-05-21T00:00:00.000Z,False,0.0,False,0.0
,,[],,6.0,429.0,NDIR,ac601adaf2d84dd1bfcfc1b6063ebeb7,,WSKQ,,23,WSKQ-FM,NEW YORK,B,7.0,USA,2019-03-14T20:09:45.648Z,,2.68,6.0,6.0,6.0,61641,102.03,Tropical,,,120.0,97.9,415.0,413.0,,,,,,,,,1994-02-04T00:00:00.000Z,40.7484166667,3363,73.9856944444,New York,,HD,,6.0,Tropical,,,False,"WSKQ LICENSING, INC.",8544,"16,662,000",,La Mega,MEGA Artist/Title,261.1940298507,1.0,10,,40.7128,"New York, NY",-74.006,FM,MEGA 97.9,NY,1994-11-23T00:00:00.000Z,False,0.0,False,0.0
,,[],,2.4,149.0,NDIR,600e1479bf7c4b1aa88dc1b6063ebeb7,,WSOU,,279,WSOU,SOUTH ORANGE,A,4.0,USA,2019-03-14T20:09:40.177Z,,12.65,2.4,2.4,2.4,59707,79.06,Rock,,,62.0,89.5,95.0,76.0,,,,,,,,,2005-09-09T00:00:00.000Z,40.7412222222,3387,74.2445833333,New York,,,,2.4,Rock,,,False,SETON HALL UNIVERSITY,85B0,"16,662,000",,,Seton Hall Pirate Radio,31.6205533597,1.0,10,,40.7128,"New York, NY",-74.006,FM,WSOU 89.5 SETON HALL'S PIRATE RADIO,NJ,2006-02-16T00:00:00.000Z,False,0.0,False,0.0
